name	location	kind	frame	typed_over	status	statement	note
StemRing.eq_zero_or_eq_zero_of_mul_eq_zero	Concentricity/StemRing.lean:85	theorem	ANALYTIC-SUPPORT	stem	proved	f * g = 0 in StemRing → f = 0 ∨ g = 0 — prop:R-domain, via AnalyticOnNhd.eq_zero_or_eq_zero_of_mul_eq_zero on connected univ.	prop:R-domain; identity principle on the connected slice; Mathlib pins verified in docstring (R5).
im_pos_of_close	Concentricity/SynthesisE6.lean:94	theorem	ANALYTIC-SUPPORT	generic	proved	dist z ρ < ε and ε < ρ.im imply 0 < z.im: a point ε-close to a stem point of larger imaginary part stays in the open upper half-plane.	private helper on ℂ.
Octonion.exp_ne_zero	Concentricity/Toolkit.lean:110	theorem	ANALYTIC-SUPPORT	domain-H1	proved	exp q /= 0 for every octonion q - the nowhere-zero clause of thm:slice-exp.	From norm_exp and Real.exp_pos.
ASection.continuousOn_eulerSum	Concentricity/WeldW12.lean:133	theorem	ANALYTIC-SUPPORT	stem	proved	ContinuousOn (fun z => tsum p, A.l p z) on {z | A.Omega0 < z.re}: the Euler sum is continuous on C2's half-space.	W1 helper; c2_locMajorant + continuousOn_tsum; feeds W1(a)/(b) and the sect-E right edge.
ASection.c2_tail_confinement	Concentricity/WeldW12.lean:168	theorem	ANALYTIC-SUPPORT	stem	proved	On a ball about z with Omega0 < z.re: exists r>0 and finset S of indices s.t. for p not in S, l p w is nonzero, ||l p w|| < delta, and ||exp(l p w) - 1|| < 2*delta.	W1(a) factor confinement; first joint consumption of c2_locMajorant AND c2_zero_free.
ASection.arg_control_right_wall	Concentricity/WeldW12.lean:274	theorem	ANALYTIC-SUPPORT	stem	proved	Along {a} x [T1,T2] with a > Omega0: exists M >= 0 and continuous S' with exp(S' y) = A.F(a+iy), |Im S'| <= M on the segment, and |Im S'(T2) - Im S'(T1)| <= 2M.	W1(b): right-wall argument variation majorant-controlled; canonical lift S = Euler sum.
ASection.F_ne_zero_of_re_lt_lowerEdge	Concentricity/WeldW12.lean:320	theorem	ANALYTIC-SUPPORT	stem	proved	If every sphereZero k has re >= betalo, then A.F z is nonzero for all z with 0 < z.im and z.re < betalo.	W2(c) left wall, pointwise; via sphereZero_complete (StemFactorization) + c3_lowerEdge witness.
ASection.exists_leftWall_zero_free	Concentricity/WeldW12.lean:332	theorem	ANALYTIC-SUPPORT	stem	proved	Exists betalo with betalo <= re(sphereZero k) for all k, and A.F z nonzero on {0 < im, re < betalo}.	W2(c) packaged; c3_lowerEdge supplies the edge.
openRect	Concentricity/WeldW12.lean:629	def	ANALYTIC-SUPPORT	stem	def	openRect x1 x2 y1 y2 := {z : C | x1 < z.re < x2 and y1 < z.im < y2} — the open coordinate rectangle (the counting trap).	Trap of the counting rows.
closedRect	Concentricity/WeldW12.lean:634	def	ANALYTIC-SUPPORT	stem	def	closedRect x1 x2 y1 y2 := {z : C | x1 <= z.re <= x2 and y1 <= z.im <= y2} — the closed coordinate rectangle (convex carrier).	Convex carrier of the counting rows.
convex_closedRect	Concentricity/WeldW12.lean:641	theorem	ANALYTIC-SUPPORT	stem	proved	Convex R (closedRect x1 x2 y1 y2) — intersection of four coordinate half-planes.	Enables the convex-carrier winding row on rectangles.
rectAux	Concentricity/WeldW12.lean:653	def	ANALYTIC-SUPPORT	stem	def	Four-edge parametrization on [0,4] of the rectangle boundary: bottom, right, top, left, piecewise-if on tau.	Case-unfolding lemmas rectAux_of_* (659-682) are plumbing, not extracted.
continuous_rectAux	Concentricity/WeldW12.lean:688	theorem	ANALYTIC-SUPPORT	stem	proved	Continuous (rectAux x1 x2 y1 y2): three welds of Continuous.if_le with matching corner values.	Plumbing for rectLoop's ContinuousMap bundle.
rectLoop	Concentricity/WeldW12.lean:713	def	ANALYTIC-SUPPORT	stem	def	rectLoop x1 x2 y1 y2 : C(unitInterval, C) — positively-oriented boundary loop of [x1,x2] x [y1,y2] via rectAux(4t).	The counting contour; W2(d).
rectLoop_closed	Concentricity/WeldW12.lean:720	theorem	ANALYTIC-SUPPORT	stem	proved	rectLoop x1 x2 y1 y2 0 = rectLoop x1 x2 y1 y2 1 — the boundary parametrization is a loop.	Consumed by every rectangle winding row.
rectLoop_mem_closedRect	Concentricity/WeldW12.lean:731	theorem	ANALYTIC-SUPPORT	stem	proved	For x1 <= x2, y1 <= y2: rectLoop t lies in closedRect x1 x2 y1 y2 for all t.	Image-in-carrier fact for the convex-carrier row.
rectLoop_notMem_openRect	Concentricity/WeldW12.lean:769	theorem	ANALYTIC-SUPPORT	stem	proved	rectLoop t is never in openRect x1 x2 y1 y2: each edge pins one coordinate to an edge value.	Boundary avoids interior; feeds frame conditions.
phaseLoop	Concentricity/WeldW12.lean:798	def	ANALYTIC-SUPPORT	stem	def	phaseLoop t = exp(i(2*pi*t - 3*pi/4)) — phase-aligned unit circle whose four quarter-arcs match the rectangle's four edge half-planes.	Comparison partner of the rectangle model row; phaseLoop_re/im/ne_zero/closed (802-830) plumbing.
openRect_disjoint_of_le	Concentricity/WeldW12.lean:1351	theorem	ANALYTIC-SUPPORT	stem	proved	If x2 <= x1' then openRect x1 x2 y1 y2 and openRect x1' x2' y1' y2' are disjoint — rectangles separated by a vertical line.	Feeds sect-F / W4: left and right traps disjoint.
weierstrassE_zero	Concentricity/ZetaAssembly.lean:37	theorem	ANALYTIC-SUPPORT	stem	proved	weierstrassE p 0 = 1 — the elementary factor is 1 at the origin.	Origin-normalization helper.
zetaProd_zero	Concentricity/ZetaAssembly.lean:46	theorem	ANALYTIC-SUPPORT	zeta	proved	zetaProd 0 = 1 — every factor of P is 1 at the origin.	Pins the constant in stage C (e^{g₀(0)} = 1 at 0).
analyticOrderAt_ne_top_of_ne_zero	Concentricity/ZetaAssembly.lean:56	theorem	ANALYTIC-SUPPORT	generic	proved	An everywhere-analytic f with f w ≠ 0 somewhere has analyticOrderAt f z ≠ ⊤ at every z — nowhere locally zero, by the identity theorem on ℂ.	Generic identity-theorem engine.
xi_orderAt_ne_top	Concentricity/ZetaAssembly.lean:69	theorem	ANALYTIC-SUPPORT	zeta	proved	analyticOrderAt xi z ≠ ⊤ for every z — ξ's order finite everywhere (ξ(0) = 1).	Feeds the meromorphic-order bridge.
zetaProd_orderAt_ne_top	Concentricity/ZetaAssembly.lean:74	theorem	ANALYTIC-SUPPORT	zeta	proved	analyticOrderAt zetaProd z ≠ ⊤ for every z — P's order finite everywhere (P(0) = 1).	Feeds the meromorphic-order bridge.
xiOverProd_meromorphicOn	Concentricity/ZetaAssembly.lean:81	theorem	ANALYTIC-SUPPORT	zeta	proved	MeromorphicOn (xi / zetaProd) univ — the quotient of the two presentations is meromorphic on ℂ.	Quotient carrier for the extraction engine.
HasDerivAt.conj_comp_conj	Concentricity/ZetaConj.lean:38	theorem	ANALYTIC-SUPPORT	generic	proved	If f has derivative d at conj z, then w ↦ conj (f (conj w)) has derivative conj d at z — the antiholomorphic sandwich.	PROVED helper (slopes conjugate termwise); generic ℂ-analysis, reusable.
Gammaℝ_conj	Concentricity/ZetaConj.lean:134	theorem	ANALYTIC-SUPPORT	generic	proved	Gammaℝ (conj s) = conj (Gammaℝ s) — the archimedean Γ-factor is conjugation-equivariant (π real; Gamma_conj).	PROVED helper; supports Λ-level conjugation transports. About Mathlib's Complex.Gammaℝ.
zetaSection_liSum_summable	Concentricity/ZetaDensity.lean:27	theorem	ANALYTIC-SUPPORT	zeta	proved	Summable (fun k => 2·Re(liKernel n a β (zetaSection.sphereZero k))) for all a β n — D0 for the ζ member.	Named D0-for-ζ receipt: the class row liSum_summable specialized to zetaSection; the BL ladder's D0 rung for the cor:rh member.
sum_mult_le_finsum_divisor	Concentricity/ZetaDensityCore.lean:106	theorem	ANALYTIC-SUPPORT	zeta	proved	Σ over upper ball zeros of (zetaZeroMult ρ : ℤ) ≤ ∑ᶠ u, divisor of xi on closedBall 0 |T| — multiplicity sum bounded by ξ's divisor total.	Stage-B divisor bridge: xi_orderAt_upper matches divisor values to multiplicities; nonnegativity from ξ analytic.
zetaEnum_count_le	Concentricity/ZetaDensityCore.lean:157	theorem	ANALYTIC-SUPPORT	zeta	proved	Under the ξ growth bound (C₁, exp(C₁(‖s‖+2)log(‖s‖+2))): ball-count at radius T ≥ 1 ≤ (log C₁ + C₁(2T+2)log(2T+2))/log 2.	The Jensen count: AnalyticOnNhd.sum_divisor_le on ξ, r := T, R := 2T; ξ(0) = 1 normalizes.
zetaShellIdx_bounds	Concentricity/ZetaDensityCore.lean:220	theorem	ANALYTIC-SUPPORT	zeta	proved	2^(shellIdx k) − 1 ≤ ‖zetaSphereZero k‖ < 2^(shellIdx k + 1) — the norm sits inside its dyadic shell.	Shell-bounds helper for the dyadic comparison.
zeta_term_le_shell	Concentricity/ZetaDensityCore.lean:246	theorem	ANALYTIC-SUPPORT	zeta	proved	1/(1+‖zetaSphereZero k‖²) ≤ 4/4^(zetaShellIdx k) — per-term bound on a shell.	Termwise majorant of the density series by the shell geometric.
zeta_shell_card_le	Concentricity/ZetaDensityCore.lean:260	theorem	ANALYTIC-SUPPORT	zeta	proved	card of the shell-j fiber of range n ≤ ncard {k | ‖zetaSphereZero k‖ < 2^(j+1)} — the shell fiber injects into the dyadic ball.	Fiber-to-ball counting step of the dyadic comparison.
zeta_shell_count_bound	Concentricity/ZetaDensityCore.lean:276	theorem	ANALYTIC-SUPPORT	zeta	proved	Under the ξ growth bound: dyadic ball count N_j ≤ log C₁/log 2 + 8C₁(j+3)·2^j — summable-friendly form.	Jensen count specialized to T = 2^(j+1); feeds the shell majorant.
summable_shellBound	Concentricity/ZetaDensityCore.lean:323	theorem	ANALYTIC-SUPPORT	generic	proved	For any D E : ℝ, Summable (fun j => (D + E(j+3)2^j)·(4/4^j)) — the shell majorant series is summable.	Geometric-with-polynomial-factor summability; pure real-series lemma.
xi_entire	Concentricity/ZetaInfinitude.lean:50	theorem	ANALYTIC-SUPPORT	zeta	proved	Differentiable ℂ xi — ξ is entire.	A1; pin differentiable_completedZeta₀.
xi_zero	Concentricity/ZetaInfinitude.lean:57	theorem	ANALYTIC-SUPPORT	zeta	proved	xi 0 = 1.	Pole factor kills the Λ₀ term; used for identity-principle non-vanishing anchor.
xi_one	Concentricity/ZetaInfinitude.lean:60	theorem	ANALYTIC-SUPPORT	zeta	proved	xi 1 = 1.	Same anchor at s = 1.
completedRiemannZeta_neg_two_mul_ne_zero	Concentricity/ZetaInfinitude.lean:68	theorem	ANALYTIC-SUPPORT	zeta	proved	completedRiemannZeta (−2n) ≠ 0 for every n : ℕ — Λ does not vanish at the Γℝ poles.	Via FE completedRiemannZeta_one_sub + nonvanishing on Re ≥ 1; feeds the A2 dictionary.
xi_analyticOnNhd	Concentricity/ZetaInfinitude.lean:152	theorem	ANALYTIC-SUPPORT	zeta	proved	AnalyticOnNhd ℂ xi Set.univ.	A1 upgraded via Differentiable.analyticAt.
xi_meromorphicOrderAt_ne_top	Concentricity/ZetaInfinitude.lean:160	theorem	ANALYTIC-SUPPORT	zeta	proved	meromorphicOrderAt xi u ≠ ⊤ for every u : ℂ — ξ is nowhere locally identically zero.	Identity principle vs xi 0 = 1.
xi_divisor_nonneg	Concentricity/ZetaInfinitude.lean:173	theorem	ANALYTIC-SUPPORT	zeta	proved	0 ≤ MeromorphicOn.divisor xi Set.univ z for every z — the divisor of the entire ξ is nonnegative.	Divisor bookkeeping for the A3 factorization.
xi_divisor_eq_zero_of_ne_zero	Concentricity/ZetaInfinitude.lean:180	theorem	ANALYTIC-SUPPORT	zeta	proved	If xi u ≠ 0 then MeromorphicOn.divisor xi Set.univ u = 0.	Divisor support ⊆ zero set.
xi_divisor_support_finite	Concentricity/ZetaInfinitude.lean:190	theorem	ANALYTIC-SUPPORT	zeta	proved	If the nontrivial-zero set of ζ is Finite, then (MeromorphicOn.divisor xi Set.univ).support is Finite.	Reductio scaffolding (hypothesis is the negation of the target).
one_le_riemannZeta_re_of_real	Concentricity/ZetaInfinitude.lean:292	theorem	ANALYTIC-SUPPORT	zeta	proved	For real σ > 1: 1 ≤ (riemannZeta σ).re — the n = 1 Dirichlet term survives, all terms nonneg real.	Feeds A9; real-axis positivity of the ζ stem.
gamma_lower_bound_real	Concentricity/ZetaInfinitude.lean:325	theorem	ANALYTIC-SUPPORT	zeta	proved	For every K : ℝ, eventually in n: K^n ≤ ‖xi (2n+2)‖ — Γ-growth of ξ along the real axis beats every geometric sequence.	A9, the real-axis lower bound that contradicts the affine-log upper bound.
lambda0_norm_le	Concentricity/ZetaInfinitude.lean:447	theorem	ANALYTIC-SUPPORT	zeta	proved	‖(hurwitzEvenFEPair 0).Λ₀ w‖ ≤ ∫ t in Ioi 0, t^(w.re−1) * ‖f_modif t‖ — Λ₀ norm bounded by its Mellin norm-integral.	A5 internals; theta/Mellin representation of the completed zeta.
f_modif_norm_integrable	Concentricity/ZetaInfinitude.lean:460	theorem	ANALYTIC-SUPPORT	zeta	proved	For every c : ℝ, t ↦ t^(c−1)*‖(hurwitzEvenFEPair 0).f_modif t‖ is IntegrableOn Ioi 0.	A5 internals; via StrongFEPair.hasMellin.
piece_A_bound	Concentricity/ZetaInfinitude.lean:474	theorem	ANALYTIC-SUPPORT	zeta	proved	∃ C₀ ≥ 0 uniform over all x ≥ 1/4 bounding the (0,1] piece of the Mellin norm-integral of f_modif.	A5 internals, near-zero piece.
f_modif_exp_decay	Concentricity/ZetaInfinitude.lean:491	theorem	ANALYTIC-SUPPORT	zeta	proved	∃ p > 0, C₂ ≥ 0: ∀ t > 1, ‖(hurwitzEvenFEPair 0).f_modif t‖ ≤ C₂·exp(−p·t) — uniform exponential decay of the theta kernel remainder.	A5 internals; pin isBigO_atTop_evenKernel_sub + compactness on the middle range.
piece_B_bound	Concentricity/ZetaInfinitude.lean:544	theorem	ANALYTIC-SUPPORT	zeta	proved	∃ C₃ ≥ 0, A > 0: ∀ x ≥ 1/4, ∫ t in Ioi 1, t^(x−1)‖f_modif t‖ ≤ C₃·exp(x·log(A·x)) — Γ-type bound on the (1,∞) Mellin piece.	A5 internals, tail piece.
lambda0_bound_right	Concentricity/ZetaInfinitude.lean:610	theorem	ANALYTIC-SUPPORT	zeta	proved	∃ C₀,C₃ ≥ 0, A > 0: ∀ w with Re w ≥ 1/4, ‖(hurwitzEvenFEPair 0).Λ₀ w‖ ≤ C₀ + C₃·exp(w.re·log(A·w.re)) — right half-plane growth bound.	A5 internals; split at t = 1.
lambda0_reflect	Concentricity/ZetaInfinitude.lean:632	theorem	ANALYTIC-SUPPORT	zeta	proved	(hurwitzEvenFEPair 0).Λ₀ w = (hurwitzEvenFEPair 0).Λ₀ (1/2 − w) — the Λ₀ functional-equation reflection.	Unconditional FE reflection used only for growth transfer to the left half-plane; NOT the RH functional equation.
growth_massage	Concentricity/ZetaInfinitude.lean:648	theorem	ANALYTIC-SUPPORT	generic	proved	C₀ + C₁·exp(x·log(A·x)) for 1/4 ≤ x ≤ X+2, X ≥ 0 is absorbed into a single-constant form C·exp(C·(X+2)·log(X+2)).	Pure log/exp bookkeeping helper for A5.
completedZeta₀_growth	Concentricity/ZetaInfinitude.lean:746	theorem	ANALYTIC-SUPPORT	zeta	proved	∃ C > 0: ∀ s, ‖completedRiemannZeta₀ s‖ ≤ C·exp(C·(‖s‖+2)·log(‖s‖+2)) — the completed-zeta growth bound.	A5 assembled: right half via Mellin, left via lambda0_reflect.
xi_growth	Concentricity/ZetaInfinitude.lean:788	theorem	ANALYTIC-SUPPORT	zeta	proved	∃ C > 0: ∀ s, ‖xi s‖ ≤ C·exp(C·(‖s‖+2)·log(‖s‖+2)) — ξ obeys the same growth-bound shape as Λ₀.	A6; polynomial prefactor absorbed into the exponential.
affine_of_subquadratic_growth	Concentricity/ZetaInfinitude.lean:852	theorem	ANALYTIC-SUPPORT	generic	proved	An entire g with ‖g z‖ ≤ B·(‖z‖+2)·log(‖z‖+2) is affine: ∃ a b, ∀ z, g z = a + b·z.	A8; Cauchy estimate on iteratedDeriv 2 + two constancy steps. Generic complex analysis.
absorb_const	Concentricity/ZetaInfinitude.lean:957	theorem	ANALYTIC-SUPPORT	generic	proved	∃ B ≥ 0: ∀ X ≥ 0, K₁ + K₂·((X+2)·log(X+2)) ≤ B·(X+2)·log(X+2) — affine-in-Y bound absorbed into one multiple of Y.	Constant-absorption helper for A7; bookkeeping only.
log_factor_growth	Concentricity/ZetaInfinitude.lean:992	theorem	ANALYTIC-SUPPORT	zeta	proved	Under finiteness, with ξ = P·h (A3) and h = exp∘g (A4): ∃ B ≥ 0 with ‖g z‖ ≤ B·(‖z‖+2)·log(‖z‖+2) globally.	A7; ‖P‖ ≥ 1 outside a disk + Borel–Carathéodory (Complex.borelCaratheodory) converts Re-bound to norm bound.
xi_finprod_poly_bound	Concentricity/ZetaInfinitude.lean:1157	theorem	ANALYTIC-SUPPORT	zeta	proved	Under finiteness: ∃ M ≥ 0, D : ℕ with ‖∏ᶠ u, (z−u)^(divisor xi u)‖ ≤ (‖z‖+M)^D for all z — polynomial bound on the finite prefactor.	A10 input; M = support radius, D = total degree.
riemannZeta_analyticAt	Concentricity/ZetaPole.lean:29	theorem	ANALYTIC-SUPPORT	zeta	proved	For s ≠ 1: AnalyticAt ℂ riemannZeta s — ζ is analytic away from the pole point.	The ζ member's c1_analyticAt field, stem level; DERIVED (R10).
riemannZeta_meromorphicOn	Concentricity/ZetaPole.lean:81	theorem	ANALYTIC-SUPPORT	zeta	proved	MeromorphicOn riemannZeta univ — ζ meromorphic on all of ℂ.	The ζ member's meromorphic field (C1 continuation, stem level); DERIVED (R10).
etaPair	Concentricity/ZetaRealZeros.lean:46	def	ANALYTIC-SUPPORT	stem	def	etaPair s k = (2k+1)^(−s) − (2k+2)^(−s) — the k-th conjugate pair of the alternating series; pairing makes convergence absolute on Re s > 0.	Carrier of the real-zero exclusion argument.
etaPaired	Concentricity/ZetaRealZeros.lean:50	def	ANALYTIC-SUPPORT	stem	def	etaPaired s = ∑' k, etaPair s k — the paired alternating sum S(s).	S(σ) > 0 for real σ ∈ (0,1) is the exclusion mechanism.
zterm	Concentricity/ZetaRealZeros.lean:53	def	ANALYTIC-SUPPORT	stem	def	zterm s n = 1/((n+1)^s) — the (n+1)-form Dirichlet term of ζ (private plumbing for the even/odd split).	Private def; pure plumbing for etaPaired_eq_of_one_lt_re.
etaPair_eq_integral	Concentricity/ZetaRealZeros.lean:57	theorem	ANALYTIC-SUPPORT	stem	proved	For 0 < s.re: etaPair s k = s·∫ t in (2k+1)..(2k+2), t^(−s−1) — the pair as FTC integral across its step.	FTC via hasDerivAt_ofReal_cpow_const; feeds the majorant.
etaPair_norm_le	Concentricity/ZetaRealZeros.lean:94	theorem	ANALYTIC-SUPPORT	stem	proved	For 0 < s.re: ‖etaPair s k‖ ≤ ‖s‖·(2k+1)^(−Re s − 1) — the pair majorant.	Summable p-series majorant for S.
summable_pairBound	Concentricity/ZetaRealZeros.lean:121	theorem	ANALYTIC-SUPPORT	generic	proved	For 0 < ε: Summable (k ↦ (2k+1)^(−ε−1)) — the p-series majorant is summable at any positive abscissa.	Real p-series comparison; base-agnostic.
differentiable_etaPair	Concentricity/ZetaRealZeros.lean:139	theorem	ANALYTIC-SUPPORT	stem	proved	Differentiable ℂ (s ↦ etaPair s k) — each pair is entire in s (constant positive real base cpow).	Entire-in-parameter row for the locally-uniform limit.
summable_etaPair	Concentricity/ZetaRealZeros.lean:155	theorem	ANALYTIC-SUPPORT	stem	proved	For 0 < s.re: Summable (k ↦ etaPair s k) — the pairs converge absolutely on the open half-plane.	Norm-bounded by the p-series majorant.
etaPaired_analyticOnNhd	Concentricity/ZetaRealZeros.lean:162	theorem	ANALYTIC-SUPPORT	stem	proved	AnalyticOnNhd ℂ etaPaired {s | 0 < s.re} — S is analytic on the open half-plane Re > 0.	§4α Weierstrass-convergence pattern (differentiableOn_tsum_of_summable_norm).
